country,country_code,year,school_completion_primary_female_rate
Germany,DEU,1996.0,100.0
Denmark,DNK,1996.0,100.0
Spain,ESP,1996.0,100.0
Finland,FIN,1996.0,100.0
Fiji,FJI,1996.0,70.7871780395508
France,FRA,1996.0,100.0
Greece,GRC,1996.0,83.62761926726
Indonesia,IDN,1996.0,57.5257931411829
Ireland,IRL,1996.0,100.0
Italy,ITA,1996.0,100.0
Luxembourg,LUX,1996.0,100.0
Malaysia,MYS,1996.0,63.1827507019043
Netherlands,NLD,1996.0,100.0
Norway,NOR,1996.0,100.0
United States,USA,1996.0,99.4293543003132
Argentina,ARG,1997.0,81.1089739213142
Austria,AUT,1997.0,100.0
Belgium,BEL,1997.0,100.0
Brazil,BRA,1997.0,67.5165756331773
Canada,CAN,1997.0,86.1390192496235
Switzerland,CHE,1997.0,100.0
Germany,DEU,1997.0,100.0
Denmark,DNK,1997.0,100.0
Spain,ESP,1997.0,100.0
Estonia,EST,1997.0,100.0
Finland,FIN,1997.0,100.0
France,FRA,1997.0,100.0
Greece,GRC,1997.0,84.4166311071179
Hungary,HUN,1997.0,100.0
Indonesia,IDN,1997.0,55.8781203999912
Ireland,IRL,1997.0,100.0
Italy,ITA,1997.0,100.0
Luxembourg,LUX,1997.0,100.0
Netherlands,NLD,1997.0,100.0
Norway,NOR,1997.0,100.0
Panama,PAN,1997.0,74.1942049960518
Peru,PER,1997.0,61.849212662484
Poland,POL,1997.0,100.0
Romania,ROU,1997.0,100.0
United States,USA,1997.0,99.4703041528761
Austria,AUT,1998.0,100.0
Belgium,BEL,1998.0,100.0
Brazil,BRA,1998.0,68.7428996328565
Canada,CAN,1998.0,86.8938469809292
Switzerland,CHE,1998.0,100.0
Denmark,DNK,1998.0,100.0
Spain,ESP,1998.0,100.0
France,FRA,1998.0,100.0
Greece,GRC,1998.0,85.5282364570733
Hungary,HUN,1998.0,100.0
Indonesia,IDN,1998.0,60.1633785020398
Lithuania,LTU,1998.0,100.0
Latvia,LVA,1998.0,100.0
Malawi,MWI,1998.0,11.1473703384399
Netherlands,NLD,1998.0,100.0
Norway,NOR,1998.0,100.0
Peru,PER,1998.0,61.9154392184186
Poland,POL,1998.0,100.0
Portugal,PRT,1998.0,71.0344085693359
Paraguay,PRY,1998.0,51.9617659833718
Romania,ROU,1998.0,100.0
Uruguay,URY,1998.0,94.1467517511801
United States,USA,1998.0,99.4754217206938
Austria,AUT,1999.0,100.0
Azerbaijan,AZE,1999.0,95.5873794555664
Belgium,BEL,1999.0,100.0
Bolivia,BOL,1999.0,40.8945294261625
Brazil,BRA,1999.0,70.0131395664813
Canada,CAN,1999.0,87.3911542878957
Switzerland,CHE,1999.0,100.0
Cyprus,CYP,1999.0,100.0
Czechia,CZE,1999.0,99.5987879161318
Germany,DEU,1999.0,100.0
Spain,ESP,1999.0,100.0
Ethiopia,ETH,1999.0,9.57268296372926
France,FRA,1999.0,100.0
Greece,GRC,1999.0,85.3647986355725
Indonesia,IDN,1999.0,62.3453164568334
Iceland,ISL,1999.0,100.0
Kenya,KEN,1999.0,64.4267234983398
Kyrgyz Republic,KGZ,1999.0,95.0994720458984
Lithuania,LTU,1999.0,100.0
Luxembourg,LUX,1999.0,100.0
Latvia,LVA,1999.0,100.0
Netherlands,NLD,1999.0,100.0
Norway,NOR,1999.0,100.0
Peru,PER,1999.0,61.3140105928718
Poland,POL,1999.0,100.0
Portugal,PRT,1999.0,71.2858734130859
Paraguay,PRY,1999.0,54.5058654119546
Romania,ROU,1999.0,100.0
Solomon Islands,SLB,1999.0,35.2049764331908
Slovak Republic,SVK,1999.0,99.5549812898661
Slovenia,SVN,1999.0,100.0
Uruguay,URY,1999.0,93.9582100379908
United States,USA,1999.0,99.4878025651305
Aruba,ABW,2000.0,89.0695495605469
Austria,AUT,2000.0,100.0
Belgium,BEL,2000.0,100.0
Bulgaria,BGR,2000.0,100.0
"Bahamas, The",BHS,2000.0,98.764289855957
Bolivia,BOL,2000.0,43.8
Barbados,BRB,2000.0,86.3916778564453
Canada,CAN,2000.0,87.8802929882783
Switzerland,CHE,2000.0,100.0
Chile,CHL,2000.0,79.3
China,CHN,2000.0,78.0539168486648
Cyprus,CYP,2000.0,100.0
Czechia,CZE,2000.0,99.8638171570222
Germany,DEU,2000.0,100.0
Denmark,DNK,2000.0,100.0
Dominican Republic,DOM,2000.0,53.8
Ecuador,ECU,2000.0,82.7893753682379
Spain,ESP,2000.0,100.0
Estonia,EST,2000.0,99.1209411621094
France,FRA,2000.0,100.0
Ghana,GHA,2000.0,39.899776598143
Greece,GRC,2000.0,86.2774465522922
Guatemala,GTM,2000.0,26.7
Indonesia,IDN,2000.0,65.3085322530551
India,IND,2000.0,27.127346594869
Iceland,ISL,2000.0,100.0
Cambodia,KHM,2000.0,35.1807474138812
"Korea, Rep.",KOR,2000.0,87.3397674560547
Liechtenstein,LIE,2000.0,96.0445098876953
Lithuania,LTU,2000.0,100.0
Luxembourg,LUX,2000.0,100.0
Latvia,LVA,2000.0,100.0
Moldova,MDA,2000.0,96.3099283193421
Mexico,MEX,2000.0,62.2423286437988
Malta,MLT,2000.0,72.6878509521484
Mongolia,MNG,2000.0,93.1518096923828
Mauritius,MUS,2000.0,43.2504386901855
Malaysia,MYS,2000.0,79.9623870849609
Netherlands,NLD,2000.0,100.0
Norway,NOR,2000.0,100.0
Panama,PAN,2000.0,76.3328704833984
Peru,PER,2000.0,51.0
Philippines,PHL,2000.0,80.7399368286133
Palau,PLW,2000.0,78.150289017341
Poland,POL,2000.0,100.0
Puerto Rico (US),PRI,2000.0,88.671760559082
Portugal,PRT,2000.0,72.7003173828125
West Bank and Gaza,PSE,2000.0,66.9730277248762
Romania,ROU,2000.0,100.0
Saudi Arabia,SAU,2000.0,43.7742195129395
El Salvador,SLV,2000.0,43.4
Slovak Republic,SVK,2000.0,99.6915331582097
Slovenia,SVN,2000.0,100.0
Thailand,THA,2000.0,34.3095495381321
Tajikistan,TJK,2000.0,96.0158081054688
Turkiye,TUR,2000.0,65.2141975630011
Uruguay,URY,2000.0,94.5365131253921
United States,USA,2000.0,99.5083166594998
"Venezuela, RB",VEN,2000.0,74.6
Albania,ALB,2001.0,88.0196075439453
Argentina,ARG,2001.0,80.4473876953125
Armenia,ARM,2001.0,97.2563018798828
Antigua and Barbuda,ATG,2001.0,99.7687072753906
Australia,AUS,2001.0,100.0
Austria,AUT,2001.0,100.0
Belgium,BEL,2001.0,100.0
Bangladesh,BGD,2001.0,41.5085182189941
Bulgaria,BGR,2001.0,96.1331481933594
Bahrain,BHR,2001.0,66.2770767211914
Bolivia,BOL,2001.0,49.828540802002
Brazil,BRA,2001.0,66.9
Canada,CAN,2001.0,88.6841752900357
Switzerland,CHE,2001.0,100.0
Costa Rica,CRI,2001.0,73.2964926692056
Czechia,CZE,2001.0,99.8318193496263
Germany,DEU,2001.0,100.0
Dominica,DMA,2001.0,90.4465179443359
Denmark,DNK,2001.0,100.0
Dominican Republic,DOM,2001.0,55.8
Ecuador,ECU,2001.0,71.1
Finland,FIN,2001.0,100.0
France,FRA,2001.0,100.0
Greece,GRC,2001.0,86.8818174187724
Honduras,HND,2001.0,45.7
Croatia,HRV,2001.0,88.063346862793
Hungary,HUN,2001.0,98.2376327514648
Iceland,ISL,2001.0,100.0
Italy,ITA,2001.0,89.881591796875
Cambodia,KHM,2001.0,36.1821751872092
Sri Lanka,LKA,2001.0,83.4497985839844
Lithuania,LTU,2001.0,100.0
Luxembourg,LUX,2001.0,100.0
Latvia,LVA,2001.0,100.0
"Macao SAR, China",MAC,2001.0,74.6743698120117
Moldova,MDA,2001.0,96.2053513135536
Madagascar,MDG,2001.0,38.4058854556915
Namibia,NAM,2001.0,49.4604187011719
Nicaragua,NIC,2001.0,42.3
Netherlands,NLD,2001.0,100.0
Norway,NOR,2001.0,100.0
Nepal,NPL,2001.0,17.1272106170654
Panama,PAN,2001.0,77.8
Peru,PER,2001.0,52.8
Poland,POL,2001.0,100.0
Portugal,PRT,2001.0,73.4950637817383
Paraguay,PRY,2001.0,54.3
West Bank and Gaza,PSE,2001.0,68.4797790751017
Romania,ROU,2001.0,100.0
El Salvador,SLV,2001.0,44.2
Slovak Republic,SVK,2001.0,99.6080322265625
Slovenia,SVN,2001.0,100.0
Timor-Leste,TLS,2001.0,19.3410936789587
Turkiye,TUR,2001.0,65.6727893540126
Ukraine,UKR,2001.0,95.991081237793
United States,USA,2001.0,99.4881616792628
"Venezuela, RB",VEN,2001.0,72.7350082397461
Samoa,WSM,2001.0,96.4628219604492
South Africa,ZAF,2001.0,60.3243103027344
Australia,AUS,2002.0,100.0
Austria,AUT,2002.0,100.0
Belgium,BEL,2002.0,100.0
Bulgaria,BGR,2002.0,100.0
Bolivia,BOL,2002.0,41.5
Brazil,BRA,2002.0,68.2
Canada,CAN,2002.0,89.0564980251533
Switzerland,CHE,2002.0,100.0
Colombia,COL,2002.0,69.5
Costa Rica,CRI,2002.0,73.5
Cuba,CUB,2002.0,84.5450820922852
Cyprus,CYP,2002.0,83.9572121908037
Czechia,CZE,2002.0,99.7954783623488
Germany,DEU,2002.0,100.0
Denmark,DNK,2002.0,100.0
Dominican Republic,DOM,2002.0,58.0
Finland,FIN,2002.0,100.0
France,FRA,2002.0,100.0
Georgia,GEO,2002.0,97.7520980834961
Guinea,GIN,2002.0,6.78552555434317
Greece,GRC,2002.0,87.2341654545467
Guatemala,GTM,2002.0,27.6558990478516
Guyana,GUY,2002.0,67.857177734375
Ireland,IRL,2002.0,100.0
Iceland,ISL,2002.0,100.0
Lithuania,LTU,2002.0,100.0
Luxembourg,LUX,2002.0,100.0
Moldova,MDA,2002.0,96.3908599030969
Mexico,MEX,2002.0,62.8
North Macedonia,MKD,2002.0,72.0067977905273
Netherlands,NLD,2002.0,100.0
Norway,NOR,2002.0,100.0
Panama,PAN,2002.0,79.4
Peru,PER,2002.0,54.6
Poland,POL,2002.0,95.9961929321289
Portugal,PRT,2002.0,74.9907684326172
Paraguay,PRY,2002.0,57.0
West Bank and Gaza,PSE,2002.0,70.3608931630008
Romania,ROU,2002.0,93.529670715332
Russian Federation,RUS,2002.0,99.6822662353516
El Salvador,SLV,2002.0,45.8
Serbia,SRB,2002.0,68.6757431030273
Slovak Republic,SVK,2002.0,99.7531383348697
Slovenia,SVN,2002.0,100.0
Seychelles,SYC,2002.0,94.2766189575195
Syrian Arab Republic,SYR,2002.0,33.4469184875488
Turkiye,TUR,2002.0,67.4215755689912
Tanzania,TZA,2002.0,41.7467994689941
Uganda,UGA,2002.0,21.8109302520752
United States,USA,2002.0,99.5175579529569
"Venezuela, RB",VEN,2002.0,76.1
South Africa,ZAF,2002.0,67.0352172851562
Zimbabwe,ZWE,2002.0,57.0751113891602
Andorra,AND,2003.0,93.2057418823242
Argentina,ARG,2003.0,89.4004821777344
Australia,AUS,2003.0,100.0
Austria,AUT,2003.0,100.0
Belgium,BEL,2003.0,100.0
Bulgaria,BGR,2003.0,100.0
Brazil,BRA,2003.0,69.2
Canada,CAN,2003.0,89.3918918390993
Switzerland,CHE,2003.0,100.0
Chile,CHL,2003.0,80.7
Colombia,COL,2003.0,69.9
Costa Rica,CRI,2003.0,75.3
Cyprus,CYP,2003.0,83.3325273126941
Czechia,CZE,2003.0,99.7587342982958
Germany,DEU,2003.0,100.0
Denmark,DNK,2003.0,100.0
Dominican Republic,DOM,2003.0,58.9
Ecuador,ECU,2003.0,70.4
Finland,FIN,2003.0,100.0
France,FRA,2003.0,100.0
Greece,GRC,2003.0,88.4431901301696
Guatemala,GTM,2003.0,30.4588671303893
Haiti,HTI,2003.0,14.0895204544067
Ireland,IRL,2003.0,100.0
Iceland,ISL,2003.0,100.0
Italy,ITA,2003.0,100.0
Lithuania,LTU,2003.0,100.0
Luxembourg,LUX,2003.0,100.0
Moldova,MDA,2003.0,96.6043309916166
Mexico,MEX,2003.0,65.4831495522773
Montenegro,MNE,2003.0,92.6201934814453
Mongolia,MNG,2003.0,98.9747573840151
Netherlands,NLD,2003.0,100.0
Norway,NOR,2003.0,100.0
Oman,OMN,2003.0,42.6018714904785
Panama,PAN,2003.0,80.2
Peru,PER,2003.0,52.1
Philippines,PHL,2003.0,80.2326776688825
Poland,POL,2003.0,100.0
Portugal,PRT,2003.0,76.3929824829102
Paraguay,PRY,2003.0,64.24462890625
West Bank and Gaza,PSE,2003.0,71.2318603287496
Romania,ROU,2003.0,100.0
Sierra Leone,SLE,2003.0,17.5812684120462
El Salvador,SLV,2003.0,47.0
Slovak Republic,SVK,2003.0,99.78816845846
Slovenia,SVN,2003.0,100.0
Tajikistan,TJK,2003.0,92.2952498044846
Turkiye,TUR,2003.0,69.5157268764268
Uruguay,URY,2003.0,91.7654495239258
United States,USA,2003.0,99.516135815
"Venezuela, RB",VEN,2003.0,76.1
South Africa,ZAF,2003.0,68.6801376342773
Angola,AGO,2004.0,28.5942971522905
Andorra,AND,2004.0,97.0882110595703
Australia,AUS,2004.0,100.0
Austria,AUT,2004.0,100.0
Belgium,BEL,2004.0,100.0
Bulgaria,BGR,2004.0,100.0
Bolivia,BOL,2004.0,40.0
Brazil,BRA,2004.0,69.2802505493164
Canada,CAN,2004.0,89.7512372786029
Switzerland,CHE,2004.0,100.0
Chile,CHL,2004.0,86.7249984741211
Colombia,COL,2004.0,71.4565124511719
Costa Rica,CRI,2004.0,75.6
Cayman Islands,CYM,2004.0,97.1334075927734
Cyprus,CYP,2004.0,85.5253601074219
Czechia,CZE,2004.0,99.8779849978704
Germany,DEU,2004.0,100.0
Denmark,DNK,2004.0,100.0
Dominican Republic,DOM,2004.0,61.4
Ecuador,ECU,2004.0,82.3734701436034
Spain,ESP,2004.0,84.2258834838867
Finland,FIN,2004.0,100.0
France,FRA,2004.0,98.2811508178711
Greece,GRC,2004.0,88.8004403196914
Guatemala,GTM,2004.0,30.9422019578375
Honduras,HND,2004.0,46.0
Croatia,HRV,2004.0,100.0
Ireland,IRL,2004.0,100.0
Iceland,ISL,2004.0,100.0
Israel,ISR,2004.0,95.2245635986328
"Korea, Rep.",KOR,2004.0,90.102905343746
Lithuania,LTU,2004.0,100.0
Luxembourg,LUX,2004.0,100.0
Latvia,LVA,2004.0,99.2038421630859
Morocco,MAR,2004.0,18.4298329031381
Moldova,MDA,2004.0,97.1527521252879
Mexico,MEX,2004.0,65.5550689697266
Netherlands,NLD,2004.0,98.1338195800781
Norway,NOR,2004.0,100.0
Panama,PAN,2004.0,80.6
Peru,PER,2004.0,79.6410522460938
Philippines,PHL,2004.0,83.5945816040039
Poland,POL,2004.0,100.0
Portugal,PRT,2004.0,78.4282913208008
Paraguay,PRY,2004.0,59.2
West Bank and Gaza,PSE,2004.0,79.2157821655273
Qatar,QAT,2004.0,64.1559219360352
Romania,ROU,2004.0,100.0
Saudi Arabia,SAU,2004.0,55.2756881713867
Sierra Leone,SLE,2004.0,14.0411996841431
El Salvador,SLV,2004.0,46.0
Suriname,SUR,2004.0,83.9598388671875
Slovak Republic,SVK,2004.0,99.6002219747819
Slovenia,SVN,2004.0,100.0
Sweden,SWE,2004.0,100.0
Chad,TCD,2004.0,3.47121000289917
Thailand,THA,2004.0,50.8833503723145
Turkiye,TUR,2004.0,69.5435791015625
United States,USA,2004.0,98.7111282348633
"Venezuela, RB",VEN,2004.0,76.8
South Africa,ZAF,2004.0,69.9942932128906
Andorra,AND,2005.0,93.1352920532227
United Arab Emirates,ARE,2005.0,78.3644638061523
Australia,AUS,2005.0,100.0
Austria,AUT,2005.0,100.0
Bulgaria,BGR,2005.0,100.0
Belize,BLZ,2005.0,67.6150894165039
Bolivia,BOL,2005.0,45.2
Brazil,BRA,2005.0,71.0
Canada,CAN,2005.0,90.2203607638926
Switzerland,CHE,2005.0,100.0
"Congo, Dem. Rep.",COD,2005.0,30.554539382822
Colombia,COL,2005.0,72.1646728515625
Costa Rica,CRI,2005.0,77.4
Cayman Islands,CYM,2005.0,99.0928268432617
Cyprus,CYP,2005.0,88.7256164550781
Czechia,CZE,2005.0,99.8898385402752
Germany,DEU,2005.0,100.0
Denmark,DNK,2005.0,100.0
Dominican Republic,DOM,2005.0,60.5
Ecuador,ECU,2005.0,72.6
Spain,ESP,2005.0,83.4783935546875
Ethiopia,ETH,2005.0,12.4330960508977
Finland,FIN,2005.0,100.0
France,FRA,2005.0,98.4731216430664
Greece,GRC,2005.0,89.4355392456055
Honduras,HND,2005.0,46.4
Croatia,HRV,2005.0,100.0
Hungary,HUN,2005.0,98.8287734985352
India,IND,2005.0,32.2060043455237
Ireland,IRL,2005.0,100.0
"Iran, Islamic Rep.",IRN,2005.0,64.3162504287585
Iceland,ISL,2005.0,100.0
Italy,ITA,2005.0,89.6761932373047
Kenya,KEN,2005.0,59.1938526179707
"Korea, Rep.",KOR,2005.0,89.5769119262695
Kuwait,KWT,2005.0,52.5363502502441
Lithuania,LTU,2005.0,97.5159606933594
Luxembourg,LUX,2005.0,100.0
Moldova,MDA,2005.0,97.5071788103283
Mexico,MEX,2005.0,69.1048583984375
North Macedonia,MKD,2005.0,78.0622689147852
Malta,MLT,2005.0,95.6476364135742
Malaysia,MYS,2005.0,75.8285064697266
Nicaragua,NIC,2005.0,46.3
Netherlands,NLD,2005.0,98.1802062988281
Norway,NOR,2005.0,100.0
Pakistan,PAK,2005.0,23.4917670442298
Panama,PAN,2005.0,80.9
Peru,PER,2005.0,66.2373886108398
Poland,POL,2005.0,100.0
Portugal,PRT,2005.0,79.2815399169922
Paraguay,PRY,2005.0,62.5922393798828
West Bank and Gaza,PSE,2005.0,73.8526057921441
Romania,ROU,2005.0,100.0
Singapore,SGP,2005.0,78.2577285766602
Solomon Islands,SLB,2005.0,67.4051445351622
El Salvador,SLV,2005.0,47.3
Slovak Republic,SVK,2005.0,99.6732447621775
Slovenia,SVN,2005.0,99.1071472167969
Sweden,SWE,2005.0,100.0
Tunisia,TUN,2005.0,56.503738546273
Turkiye,TUR,2005.0,68.6361465454102
Uruguay,URY,2005.0,82.4669836764015
United States,USA,2005.0,98.4959030151367
"Venezuela, RB",VEN,2005.0,78.3
South Africa,ZAF,2005.0,69.9786911010742
Andorra,AND,2006.0,91.551628112793
Australia,AUS,2006.0,100.0
Austria,AUT,2006.0,100.0
Burundi,BDI,2006.0,27.3463774848952
Belgium,BEL,2006.0,91.3976135253906
Burkina Faso,BFA,2006.0,7.4342999458313
Bangladesh,BGD,2006.0,44.2318871162881
Bulgaria,BGR,2006.0,97.6450114538834
Bolivia,BOL,2006.0,41.0239486694336
Brazil,BRA,2006.0,73.094612121582
Botswana,BWA,2006.0,84.658725307722
Canada,CAN,2006.0,90.490876945661
Switzerland,CHE,2006.0,100.0
Chile,CHL,2006.0,81.4
Colombia,COL,2006.0,69.8536987304688
Costa Rica,CRI,2006.0,76.5
Cayman Islands,CYM,2006.0,98.7649536132812
Cyprus,CYP,2006.0,89.4837188720703
Czechia,CZE,2006.0,99.8836822509766
Germany,DEU,2006.0,100.0
Dominican Republic,DOM,2006.0,61.8
Algeria,DZA,2006.0,38.4552001953125
Ecuador,ECU,2006.0,72.3
"Egypt, Arab Rep.",EGY,2006.0,40.3436508178711
Spain,ESP,2006.0,84.3269577026367
Finland,FIN,2006.0,100.0
France,FRA,2006.0,98.3375504734056
Ghana,GHA,2006.0,41.094683787687
Greece,GRC,2006.0,94.5828399658203
Guatemala,GTM,2006.0,26.1227207183838
"Hong Kong SAR, China",HKG,2006.0,89.9091796875
Honduras,HND,2006.0,48.1644683784792
Croatia,HRV,2006.0,96.6980926216735
Indonesia,IDN,2006.0,74.0626220703125
Ireland,IRL,2006.0,99.5266526585871
"Iran, Islamic Rep.",IRN,2006.0,65.456222282164
Israel,ISR,2006.0,91.0505218505859
Italy,ITA,2006.0,90.081169128418
"Korea, Rep.",KOR,2006.0,91.1667501811767
Kuwait,KWT,2006.0,55.1656188964844
Lithuania,LTU,2006.0,97.592903137207
"Macao SAR, China",MAC,2006.0,79.7225570678711
Moldova,MDA,2006.0,97.2211367877123
Maldives,MDV,2006.0,35.0240516662598
Mexico,MEX,2006.0,68.4678192138672
North Macedonia,MKD,2006.0,79.4084180640131
Mongolia,MNG,2006.0,95.8269902504914
Nigeria,NGA,2006.0,52.8308181762695
Netherlands,NLD,2006.0,98.2917919793499
Norway,NOR,2006.0,99.3357701422541
Pakistan,PAK,2006.0,30.7292308807373
Panama,PAN,2006.0,81.3
Peru,PER,2006.0,64.8725204467773
Poland,POL,2006.0,100.0
Portugal,PRT,2006.0,80.4571990966797
Paraguay,PRY,2006.0,61.6701316833496
West Bank and Gaza,PSE,2006.0,81.6855621337891
Romania,ROU,2006.0,96.7653157463672
Senegal,SEN,2006.0,6.9807300567627
Singapore,SGP,2006.0,73.8386077880859
El Salvador,SLV,2006.0,40.4205284118652
Slovak Republic,SVK,2006.0,99.6924512722875
Slovenia,SVN,2006.0,99.0801620483398
Sweden,SWE,2006.0,100.0
Thailand,THA,2006.0,47.3086891174316
Tunisia,TUN,2006.0,57.8521774512189
Turkiye,TUR,2006.0,68.5430603027344
Uruguay,URY,2006.0,83.210693359375
United States,USA,2006.0,98.6378631591797
"Venezuela, RB",VEN,2006.0,74.6744384765625
South Africa,ZAF,2006.0,70.8606109619141
Armenia,ARM,2007.0,99.1041829619188
Australia,AUS,2007.0,100.0
Austria,AUT,2007.0,100.0
Azerbaijan,AZE,2007.0,97.631706237793
Belgium,BEL,2007.0,91.3222678883196
Bulgaria,BGR,2007.0,97.9961641446384
Bolivia,BOL,2007.0,48.7
Brazil,BRA,2007.0,73.8994598388672
Canada,CAN,2007.0,91.0618665878115
Switzerland,CHE,2007.0,100.0
Chile,CHL,2007.0,88.7662963867188
Cameroon,CMR,2007.0,19.8643894195557
Colombia,COL,2007.0,71.5174865722656
Costa Rica,CRI,2007.0,76.8176727294922
Cayman Islands,CYM,2007.0,97.2205429077148
Cyprus,CYP,2007.0,89.6873779296875
Czechia,CZE,2007.0,99.8975296020508
Germany,DEU,2007.0,100.0
Denmark,DNK,2007.0,100.0
Dominican Republic,DOM,2007.0,55.087818145752
Ecuador,ECU,2007.0,72.7819900512695
Spain,ESP,2007.0,84.6617431640625
Ethiopia,ETH,2007.0,15.448579788208
Finland,FIN,2007.0,100.0
Fiji,FJI,2007.0,82.7723693847656
France,FRA,2007.0,99.0572128295898
Greece,GRC,2007.0,90.713508605957
Honduras,HND,2007.0,46.142261505127
Croatia,HRV,2007.0,96.7872148867818
Indonesia,IDN,2007.0,66.1956100463867
Ireland,IRL,2007.0,99.56161118439
"Iran, Islamic Rep.",IRN,2007.0,66.6130971063443
Iceland,ISL,2007.0,100.0
Israel,ISR,2007.0,93.2694091796875
Italy,ITA,2007.0,90.2476196289062
Kazakhstan,KAZ,2007.0,99.993049621582
Cambodia,KHM,2007.0,23.892520904541
"Korea, Rep.",KOR,2007.0,91.6677488871215
Kuwait,KWT,2007.0,55.3842506408691
Lebanon,LBN,2007.0,74.7300491333008
Lithuania,LTU,2007.0,97.1356201171875
Luxembourg,LUX,2007.0,94.8555297851562
Latvia,LVA,2007.0,99.1937484741211
Moldova,MDA,2007.0,97.6985015869141
Mexico,MEX,2007.0,69.8880081176758
North Macedonia,MKD,2007.0,80.082655250735
Malta,MLT,2007.0,95.9902801513672
Netherlands,NLD,2007.0,98.5451431274414
Norway,NOR,2007.0,100.0
Panama,PAN,2007.0,81.3
Peru,PER,2007.0,66.1341705322266
Poland,POL,2007.0,100.0
Portugal,PRT,2007.0,81.2696762084961
Paraguay,PRY,2007.0,64.1096801757812
West Bank and Gaza,PSE,2007.0,82.7540664672852
French Polynesia,PYF,2007.0,94.5975799560547
Qatar,QAT,2007.0,75.1577301025391
Romania,ROU,2007.0,96.8673629760742
Singapore,SGP,2007.0,74.1810989379883
El Salvador,SLV,2007.0,46.1740303039551
Serbia,SRB,2007.0,79.8489573666424
Slovak Republic,SVK,2007.0,99.7221185669484
Slovenia,SVN,2007.0,98.6962203979492
Sweden,SWE,2007.0,100.0
Syrian Arab Republic,SYR,2007.0,59.6655883789062
Thailand,THA,2007.0,48.6293205782383
Tajikistan,TJK,2007.0,93.9738787529269
Tunisia,TUN,2007.0,58.8653998336131
Turkiye,TUR,2007.0,69.6406097412109
United States,USA,2007.0,99.5919414269084
"Venezuela, RB",VEN,2007.0,81.652473449707
South Africa,ZAF,2007.0,72.3064804077148
Albania,ALB,2008.0,90.0831604003906
Australia,AUS,2008.0,100.0
Austria,AUT,2008.0,100.0
Azerbaijan,AZE,2008.0,97.6613082885742
Belgium,BEL,2008.0,91.7385711669922
Bulgaria,BGR,2008.0,98.0221331503946
Bosnia and Herzegovina,BIH,2008.0,57.8578921492199
Bolivia,BOL,2008.0,43.8707008361816
